
TDR_alpha10_1s_2by2_alphaonly_eta99_gam5_ic15_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,60,60,2,6,0.06808,0.29137,0.29137,0.23339,0.87187,0.07916,0.19217,0.04897,0.73975,0.12057,120,0.99,0.05,0.15,0.9
0.1,0.2,86,86,3,13,0.07147,0.26335,0.26335,0.22794,0.85791,0.09317,0.18985,0.04891,0.73867,0.11938,172,0.99,0.05,0.15,0.9
0.15,0.25,106,106,3,21,0.09128,0.2947,0.2947,0.26679,0.87387,0.08015,0.22358,0.04597,0.68513,0.13478,212,0.99,0.05,0.15,0.9
0.2,0.3,121,121,4,30,0.09326,0.26959,0.26959,0.25147,0.85939,0.09926,0.1934,0.04135,0.71333,0.11737,242,0.99,0.05,0.15,0.9
0.25,0.35,130,130,4,39,0.09374,0.27655,0.27655,0.26166,0.85201,0.09798,0.21424,0.04999,0.692,0.13212,260,0.99,0.05,0.15,0.9
0.3,0.4,146,146,4,51,0.09598,0.28875,0.28875,0.27264,0.86554,0.08557,0.23144,0.04887,0.67257,0.14015,292,0.99,0.05,0.15,0.9
0.65,0.75,138,138,4,97,0.0935,0.27312,0.27312,0.26602,0.8652,0.08681,0.23585,0.04797,0.67063,0.14191,276,0.99,0.05,0.15,0.9
0.7,0.8,121,121,4,91,0.0999,0.26113,0.26113,0.25798,0.86048,0.09926,0.21178,0.04025,0.68831,0.12602,242,0.99,0.05,0.15,0.9
0.05,0.2,32,32,2,4,0.06113,0.21871,0.26541,0.20571,0.86716,0.09615,0.12439,0.03668,0.81448,0.08054,64,0.99,0.05,0.15,0.9
0.1,0.25,46,46,2,8,0.07353,0.24487,0.30353,0.24909,0.89037,0.06402,0.22537,0.04561,0.70109,0.13549,92,0.99,0.05,0.15,0.9
0.15,0.3,53,53,3,12,0.07347,0.20689,0.25263,0.22208,0.85974,0.09834,0.17368,0.04191,0.75285,0.10779,106,0.99,0.05,0.15,0.9
0.2,0.35,58,58,3,16,0.0846,0.22023,0.26798,0.24423,0.85998,0.09546,0.19576,0.04455,0.71964,0.12016,116,0.99,0.05,0.15,0.9
0.25,0.4,62,62,3,20,0.09931,0.23558,0.28208,0.26439,0.86581,0.09349,0.20254,0.04068,0.69815,0.12161,124,0.99,0.05,0.15,0.9
0.3,0.45,72,72,3,27,0.08961,0.23558,0.29042,0.26683,0.88075,0.07447,0.23502,0.04476,0.67537,0.13989,144,0.99,0.05,0.15,0.9
0.35,0.5,75,75,4,32,0.0827,0.20549,0.2493,0.23281,0.86167,0.09801,0.19182,0.04031,0.72546,0.11607,150,0.99,0.05,0.15,0.9
0.4,0.55,76,76,4,36,0.09235,0.21414,0.25526,0.24203,0.86758,0.09755,0.18882,0.03486,0.71882,0.11184,152,0.99,0.05,0.15,0.9
0.45,0.6,72,72,3,38,0.09651,0.23478,0.28914,0.27662,0.87072,0.08109,0.24125,0.04819,0.66223,0.14472,144,0.99,0.05,0.15,0.9
0.5,0.65,75,75,4,43,0.09695,0.21452,0.25314,0.2434,0.8707,0.09801,0.18694,0.03129,0.71611,0.10911,150,0.99,0.05,0.15,0.9
0.55,0.7,70,70,3,44,0.09646,0.23078,0.28351,0.27328,0.8772,0.07912,0.23913,0.04367,0.6644,0.1414,140,0.99,0.05,0.15,0.9
0.6,0.75,63,63,3,43,0.09379,0.2185,0.2684,0.26319,0.86241,0.09048,0.23095,0.0471,0.67525,0.13903,126,0.99,0.05,0.15,0.9
0.65,0.8,63,63,3,46,0.09374,0.21892,0.26649,0.2587,0.88427,0.07983,0.22653,0.0359,0.67972,0.13121,126,0.99,0.05,0.15,0.9
