
TDR_alpha20_1s_2by2_alphamax30_eta99_gam1_ic25_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.4,0.55,52,52,4,23,0.17163,0.22927,0.2404,0.1991,0.79531,0.19621,0.07019,0.00848,0.75817,0.03934,104,0.99,0.01,0.25,0.3
0.45,0.6,61,61,5,30,0.1484,0.19662,0.204,0.17104,0.79804,0.1966,0.05805,0.00536,0.79354,0.0317,122,0.99,0.01,0.25,0.3
0.5,0.65,60,60,5,33,0.13652,0.18945,0.19811,0.16081,0.79226,0.1999,0.06919,0.00783,0.79428,0.03851,120,0.99,0.01,0.25,0.3
0.55,0.7,60,60,5,36,0.13533,0.18626,0.19347,0.15895,0.79818,0.19486,0.06919,0.00695,0.79547,0.03807,120,0.99,0.01,0.25,0.3
0.6,0.75,49,49,4,32,0.15307,0.20866,0.21772,0.18005,0.79035,0.19967,0.08221,0.00997,0.76472,0.04609,98,0.99,0.01,0.25,0.3
0.65,0.8,48,48,4,33,0.17141,0.20759,0.2087,0.19122,0.80165,0.19497,0.05549,0.00337,0.77309,0.02943,96,0.99,0.01,0.25,0.3
0.7,0.85,46,46,4,35,0.1284,0.17888,0.18388,0.15266,0.79837,0.1935,0.08434,0.00813,0.78725,0.04623,92,0.99,0.01,0.25,0.3
0.05,0.25,24,24,2,3,0.0838,0.20855,0.26626,0.11972,0.91292,0.07809,0.06518,0.00898,0.85101,0.03708,48,0.99,0.01,0.25,0.3
0.1,0.3,17,17,2,3,0.14164,0.21508,0.25388,0.17575,0.79183,0.19848,0.0467,0.00969,0.81166,0.02819,34,0.99,0.01,0.25,0.3
0.15,0.35,25,25,3,5,0.13526,0.18136,0.20548,0.15678,0.79812,0.19967,0.02337,0.00221,0.84136,0.01279,50,0.99,0.01,0.25,0.3
0.2,0.4,27,27,3,7,0.14733,0.20058,0.22576,0.17379,0.80629,0.18801,0.04891,0.0057,0.80376,0.0273,54,0.99,0.01,0.25,0.3
0.25,0.45,27,27,3,8,0.17336,0.21661,0.23553,0.19688,0.79803,0.19795,0.04198,0.00401,0.78465,0.023,54,0.99,0.01,0.25,0.3
0.3,0.5,35,35,4,13,0.11909,0.16982,0.19265,0.14398,0.80129,0.191,0.06126,0.00771,0.81964,0.03448,70,0.99,0.01,0.25,0.3
0.35,0.55,35,35,4,14,0.14775,0.18515,0.19849,0.1679,0.80206,0.19479,0.04236,0.00315,0.80988,0.02276,70,0.99,0.01,0.25,0.3
0.4,0.6,35,35,4,16,0.14492,0.18489,0.19883,0.1667,0.79957,0.19602,0.05166,0.00441,0.80342,0.02803,70,0.99,0.01,0.25,0.3
0.45,0.65,35,35,4,18,0.13956,0.18195,0.19667,0.16267,0.79951,0.19479,0.06071,0.0057,0.79972,0.03321,70,0.99,0.01,0.25,0.3
0.5,0.7,35,35,4,20,0.13193,0.1765,0.19199,0.15602,0.80209,0.191,0.06955,0.0069,0.79852,0.03822,70,0.99,0.01,0.25,0.3
0.55,0.75,34,34,4,21,0.13463,0.17313,0.18314,0.1562,0.80028,0.19479,0.06223,0.00492,0.80314,0.03357,68,0.99,0.01,0.25,0.3
0.6,0.8,27,27,3,18,0.16911,0.21124,0.22311,0.19454,0.80582,0.18801,0.07468,0.00617,0.75621,0.04042,54,0.99,0.01,0.25,0.3
0.65,0.85,25,25,3,18,0.16003,0.19582,0.20168,0.18236,0.79549,0.19967,0.06916,0.00484,0.77081,0.037,50,0.99,0.01,0.25,0.3
0.7,0.9,24,24,3,19,0.12749,0.16742,0.17494,0.15114,0.79889,0.19456,0.08766,0.00655,0.78485,0.0471,48,0.99,0.01,0.25,0.3
0.05,0.3,20,20,2,3,0.0587,0.17378,0.26023,0.09107,0.93236,0.05766,0.06764,0.00998,0.87366,0.03881,40,0.99,0.01,0.25,0.3
0.1,0.35,15,15,2,3,0.11762,0.19234,0.25016,0.15295,0.84069,0.14951,0.05495,0.00979,0.82743,0.03237,30,0.99,0.01,0.25,0.3
0.15,0.4,19,19,3,4,0.11401,0.15033,0.18084,0.13241,0.80323,0.19597,0.01107,8e-04,0.87492,0.00594,38,0.99,0.01,0.25,0.3
0.2,0.45,20,20,3,6,0.10633,0.15615,0.19535,0.13291,0.80191,0.18957,0.05344,0.00853,0.84023,0.03098,40,0.99,0.01,0.25,0.3
0.25,0.5,20,20,3,7,0.11819,0.16577,0.20228,0.14552,0.79229,0.19792,0.06146,0.00979,0.82034,0.03563,40,0.99,0.01,0.25,0.3
0.3,0.55,21,21,3,8,0.14408,0.1864,0.21442,0.16973,0.80748,0.18673,0.05541,0.00579,0.8005,0.0306,42,0.99,0.01,0.25,0.3
0.35,0.6,21,21,3,9,0.15237,0.19208,0.21668,0.17742,0.8052,0.18929,0.05682,0.00551,0.79082,0.03116,42,0.99,0.01,0.25,0.3
0.4,0.65,21,21,3,10,0.15849,0.19572,0.21676,0.18268,0.80577,0.18929,0.05708,0.00495,0.78443,0.03101,42,0.99,0.01,0.25,0.3
0.45,0.7,21,21,3,11,0.16274,0.19748,0.21462,0.1858,0.80911,0.18673,0.05647,0.00416,0.78078,0.03032,42,0.99,0.01,0.25,0.3
0.5,0.75,20,20,3,12,0.13908,0.17813,0.20101,0.16495,0.79377,0.19792,0.07572,0.00831,0.7852,0.04201,40,0.99,0.01,0.25,0.3
0.55,0.8,20,20,3,13,0.13767,0.17499,0.19356,0.16245,0.80382,0.18957,0.07593,0.00662,0.7864,0.04127,40,0.99,0.01,0.25,0.3
0.6,0.85,19,19,3,13,0.14811,0.1748,0.17843,0.16685,0.80143,0.19597,0.05581,0.00259,0.79608,0.0292,38,0.99,0.01,0.25,0.3
0.65,0.9,19,19,3,14,0.1406,0.16531,0.16212,0.15794,0.82009,0.1785,0.0568,0.00141,0.8026,0.02911,38,0.99,0.01,0.25,0.3
0.7,0.95,16,16,2,13,0.15959,0.20869,0.23061,0.19244,0.89254,0.10523,0.12145,0.00223,0.71897,0.06184,32,0.99,0.01,0.25,0.3
