
TDR_alpha20_2s_3by2_alphamax30_eta99_gam7_ic20_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,3,3,1,2,3,0.13862,0.25892,0.25892,0.17471,0.75805,0.18178,0.04081,0.01168,0,0.04081,0,0.01168,0.26611,0.02625,0.55447,0.04848,62.6731938533022,60,66,0.99,0.07,0.2,0.3
0.1,0.2,44,44,-4,5,2,2,1,2,7,0.13416,0.29228,0.29228,0.18067,0.76207,0.13936,0.11429,0.05137,0,0.11429,0,0.05137,0.19773,0.08283,0.55382,0.04721,89.7847094363501,88,92,0.99,0.07,0.2,0.3
0.15,0.25,50,50,-5,8,4,4,1,2,11,0.14354,0.30575,0.30575,0.19321,0.75489,0.13322,0.1342,0.06341,0,0.1342,0,0.06341,0.19679,0.09881,0.52547,0.04847,103.796262891741,100,108,0.99,0.07,0.2,0.3
0.2,0.3,53,53,-7,11,14,14,1,2,17,0.14119,0.31603,0.31603,0.19263,0.76873,0.11544,0.1491,0.06622,0,0.1491,0,0.06622,0.20699,0.10766,0.50271,0.0496,119.924173705801,106,134,0.99,0.07,0.2,0.3
0.25,0.35,62,62,-7,16,12,12,2,3,22,0.15402,0.28952,0.28952,0.19897,0.75914,0.15148,0.10198,0.04074,0,0.10198,0,0.04074,0.22956,0.07136,0.51443,0.04863,135.653586152209,124,148,0.99,0.07,0.2,0.3
0.3,0.4,65,65,-8,20,15,15,2,3,28,0.14952,0.29298,0.29298,0.19609,0.7578,0.1441,0.11485,0.04859,0,0.11485,0,0.04859,0.22512,0.08172,0.51051,0.0495,144.684843275222,130,160,0.99,0.07,0.2,0.3
0.35,0.45,70,70,-7,25,15,15,2,3,34,0.15217,0.29866,0.29866,0.19975,0.76373,0.13679,0.12001,0.05035,0,0.12001,0,0.05035,0.21468,0.08518,0.51312,0.04911,154.606359789408,140,170,0.99,0.07,0.2,0.3
0.4,0.5,69,69,-7,28,15,15,2,3,38,0.15037,0.29525,0.29525,0.19805,0.75111,0.14214,0.12682,0.05676,0,0.12682,0,0.05676,0.22026,0.09179,0.50254,0.04997,152.923866919334,138,168,0.99,0.07,0.2,0.3
0.45,0.55,70,70,-8,32,23,23,2,3,47,0.13421,0.29221,0.29221,0.18194,0.76093,0.12605,0.14106,0.06393,0,0.14106,0,0.06393,0.21802,0.1025,0.50669,0.04908,162.692269799332,140,186,0.99,0.07,0.2,0.3
0.5,0.6,67,67,-9,34,23,23,2,3,50,0.13714,0.29034,0.29034,0.18464,0.75643,0.13189,0.13694,0.06212,0,0.13694,0,0.06212,0.22356,0.09953,0.50236,0.04955,156.89145559143,134,180,0.99,0.07,0.2,0.3
0.55,0.65,68,68,-7,38,23,23,2,3,55,0.13882,0.29203,0.29203,0.18619,0.76849,0.125,0.13272,0.05671,0,0.13272,0,0.05671,0.21276,0.09472,0.51569,0.04979,158.278459199645,136,182,0.99,0.07,0.2,0.3
0.6,0.7,64,64,-7,39,17,17,2,3,53,0.14665,0.28621,0.28621,0.19289,0.75562,0.14279,0.12183,0.05312,0,0.12183,0,0.05312,0.21867,0.08747,0.51284,0.04846,144.563400473632,128,162,0.99,0.07,0.2,0.3
0.65,0.75,56,56,-8,37,21,21,2,3,54,0.15312,0.28393,0.28393,0.19785,0.76419,0.14643,0.10619,0.04006,0,0.10619,0,0.04006,0.23357,0.07312,0.50712,0.04932,132.701168572584,112,154,0.99,0.07,0.2,0.3
0.7,0.8,52,52,-5,37,20,20,1,3,54,0.15458,0.27602,0.27602,0.19716,0.77132,0.11169,0.11259,0.0677,0.01533,0.09726,0.03498,0.03272,0.21746,0.09014,0.51537,0.04929,123.385365793015,104,144,0.99,0.07,0.2,0.3
0.05,0.2,22,22,-3,2,2,2,1,2,3,0.08319,0.20785,0.2432,0.11896,0.80416,0.12742,0.05456,0.01991,0,0.05456,0,0.01991,0.16323,0.03723,0.69903,0.04851,45.2038901664168,44,48,0.99,0.07,0.2,0.3
0.1,0.25,23,23,-4,3,2,2,1,2,4,0.15297,0.24992,0.27597,0.19179,0.78441,0.15227,0.0473,0.01339,0,0.0473,0,0.01339,0.20637,0.03034,0.59336,0.04994,47.6265678530671,46,50,0.99,0.07,0.2,0.3
0.15,0.3,24,24,-3,4,6,6,1,2,7,0.11973,0.23842,0.28017,0.16457,0.76439,0.13311,0.1229,0.05258,0,0.1229,0,0.05258,0.2371,0.08774,0.52027,0.04992,53.7567520879117,48,60,0.99,0.07,0.2,0.3
0.2,0.35,28,28,-4,6,4,4,1,2,9,0.1376,0.25239,0.29304,0.18472,0.76289,0.13899,0.12718,0.05447,0,0.12718,0,0.05447,0.22512,0.09082,0.5101,0.04364,59.9191994201475,56,64,0.99,0.07,0.2,0.3
0.25,0.4,30,30,-4,8,3,3,1,2,11,0.14387,0.2553,0.29631,0.19207,0.75172,0.13919,0.12851,0.05975,0,0.12851,0,0.05975,0.20153,0.09413,0.52608,0.04934,62.8434957961045,60,66,0.99,0.07,0.2,0.3
0.3,0.45,32,32,-4,10,7,7,1,2,15,0.13452,0.25483,0.30193,0.18368,0.77104,0.11702,0.14899,0.06541,0,0.14899,0,0.06541,0.20515,0.1072,0.51133,0.04652,70.8413888701003,64,78,0.99,0.07,0.2,0.3
0.35,0.5,30,30,-7,11,9,9,1,2,17,0.13777,0.25435,0.30097,0.18716,0.76196,0.12454,0.14085,0.06373,0,0.14085,0,0.06373,0.21273,0.10229,0.50865,0.04978,68.8443839789387,60,78,0.99,0.07,0.2,0.3
0.4,0.55,34,34,-4,14,8,8,2,3,20,0.14063,0.23117,0.26111,0.18109,0.75382,0.16271,0.09875,0.03735,0,0.09875,0,0.03735,0.24982,0.06805,0.51079,0.04611,75.8273454407521,68,84,0.99,0.07,0.2,0.3
0.45,0.6,30,30,-6,14,9,9,1,2,21,0.13995,0.25256,0.29875,0.18936,0.75751,0.12693,0.14314,0.06614,0,0.14314,0,0.06614,0.21166,0.10464,0.50525,0.04943,68.9055369384801,60,78,0.99,0.07,0.2,0.3
0.5,0.65,29,29,-6,15,10,10,1,2,23,0.13775,0.24948,0.29595,0.18674,0.75966,0.12577,0.14438,0.06582,0,0.14438,0,0.06582,0.21547,0.1051,0.50239,0.04875,67.9522890101441,58,78,0.99,0.07,0.2,0.3
0.55,0.7,28,28,-6,16,8,8,1,2,23,0.14693,0.25232,0.29463,0.19548,0.75636,0.13518,0.12985,0.05857,0,0.12985,0,0.05857,0.20902,0.09421,0.51419,0.04989,63.7728953045557,56,72,0.99,0.07,0.2,0.3
0.6,0.75,29,29,-4,18,7,7,1,2,25,0.13296,0.23929,0.28411,0.1802,0.7591,0.12766,0.14518,0.06827,0,0.14518,0,0.06827,0.1996,0.10673,0.52226,0.04497,64.6883764545008,58,72,0.99,0.07,0.2,0.3
0.65,0.8,25,25,-5,17,6,6,1,2,23,0.14798,0.24314,0.27984,0.19374,0.7539,0.14828,0.11376,0.05014,0,0.11376,0,0.05014,0.20321,0.08195,0.53505,0.04767,55.5794376534145,50,62,0.99,0.07,0.2,0.3
0.7,0.85,22,22,-3,16,7,7,1,2,23,0.14429,0.23497,0.26858,0.18785,0.76338,0.14738,0.11549,0.04459,0,0.11549,0,0.04459,0.21861,0.08004,0.52161,0.04465,50.6974004565863,44,58,0.99,0.07,0.2,0.3
0.05,0.25,11,11,-2,1,2,2,0,1,2,0.11864,0.26969,0.35412,0.1743,0.83627,0.07398,0.15256,0.04472,0,0.15256,0,0.04472,0.15484,0.09864,0.57395,0.04502,23.7041878682946,22,26,0.99,0.07,0.2,0.3
0.1,0.3,14,14,-3,2,2,2,1,2,3,0.12802,0.20268,0.24484,0.16284,0.76714,0.17371,0.03858,0.01029,0,0.03858,0,0.01029,0.24622,0.02443,0.58718,0.04885,29.6512954913883,28,32,0.99,0.07,0.2,0.3
0.15,0.35,16,16,-3,3,3,3,1,2,5,0.10903,0.1971,0.25817,0.15005,0.76319,0.14747,0.09616,0.04105,0,0.09616,0,0.04105,0.22726,0.0686,0.56755,0.04829,34.5946819428227,32,38,0.99,0.07,0.2,0.3
0.2,0.4,17,17,-4,4,3,3,1,2,6,0.14132,0.22366,0.27697,0.18406,0.77238,0.14992,0.08383,0.02995,0,0.08383,0,0.02995,0.2233,0.05689,0.55155,0.04776,36.6906886243714,34,40,0.99,0.07,0.2,0.3
0.25,0.45,18,18,-3,5,2,2,1,2,7,0.15494,0.23225,0.28267,0.19824,0.76205,0.15658,0.0896,0.03304,0,0.0896,0,0.03304,0.2222,0.06132,0.53326,0.04832,37.86695327185,36,40,0.99,0.07,0.2,0.3
0.3,0.5,18,18,-5,6,4,4,1,2,9,0.14163,0.22382,0.28331,0.18683,0.76433,0.14495,0.10403,0.04193,0,0.10403,0,0.04193,0.2186,0.07298,0.53574,0.04878,39.714102045354,36,44,0.99,0.07,0.2,0.3
0.35,0.55,19,19,-3,7,5,5,1,2,11,0.14224,0.22714,0.2898,0.18844,0.78066,0.12924,0.12409,0.04554,0,0.12409,0,0.04554,0.2299,0.08482,0.50376,0.04456,42.9623574345906,38,48,0.99,0.07,0.2,0.3
0.4,0.6,19,19,-3,8,4,4,1,2,12,0.13027,0.21139,0.27669,0.17578,0.75458,0.13847,0.13692,0.0612,0,0.13692,0,0.0612,0.22267,0.09906,0.51014,0.04575,41.9188772894851,38,46,0.99,0.07,0.2,0.3
0.45,0.65,19,19,-3,9,4,4,1,2,13,0.14284,0.22208,0.28259,0.18847,0.76749,0.13817,0.12385,0.04946,0,0.12385,0,0.04946,0.21772,0.08665,0.51558,0.04489,41.8753318795354,38,46,0.99,0.07,0.2,0.3
0.5,0.7,17,17,-3,9,4,4,1,2,13,0.14596,0.21886,0.27397,0.19023,0.75044,0.15328,0.11339,0.04704,0,0.11339,0,0.04704,0.22305,0.08021,0.5176,0.04925,37.8591924291104,34,42,0.99,0.07,0.2,0.3
0.55,0.75,17,17,-3,10,4,4,1,2,14,0.14844,0.22023,0.27285,0.19197,0.76435,0.14906,0.10264,0.0391,0,0.10264,0,0.0391,0.20923,0.07087,0.53968,0.04749,37.6825567755828,34,42,0.99,0.07,0.2,0.3
0.6,0.8,14,14,-3,9,7,7,1,2,15,0.14532,0.2159,0.26679,0.18747,0.77838,0.1426,0.09716,0.03016,0,0.09716,0,0.03016,0.23383,0.06366,0.52369,0.04886,34.6683835795768,28,42,0.99,0.07,0.2,0.3
0.65,0.85,13,13,-3,9,4,4,1,2,13,0.16009,0.21572,0.24876,0.19695,0.75067,0.18946,0.07752,0.02252,0,0.07752,0,0.02252,0.25572,0.05002,0.50668,0.03735,29.946559883661,26,34,0.99,0.07,0.2,0.3
0.7,0.9,12,12,-2,9,4,4,1,2,13,0.15955,0.20864,0.23164,0.1924,0.76244,0.18786,0.06548,0.01363,0,0.06548,0,0.01363,0.24478,0.03956,0.53019,0.03607,27.7585065098178,24,32,0.99,0.07,0.2,0.3
0.05,0.3,9,9,-2,1,2,2,-3,1,2,0.09144,0.22879,0.35114,0.14307,0.85913,0.03225,0.16185,0.06679,0.0086,0.15325,0.02341,0.04338,0.11393,0.11432,0.63279,0.04184,19.4688558196313,18,22,0.99,0.07,0.2,0.3
0.1,0.35,12,12,-2,2,2,2,1,2,3,0.10283,0.17667,0.2396,0.13795,0.81329,0.12998,0.04264,0.01052,0,0.04264,0,0.01052,0.18924,0.02658,0.66528,0.04622,25.3388695124143,24,28,0.99,0.07,0.2,0.3
0.15,0.4,10,10,-3,2,2,2,1,2,3,0.14509,0.19662,0.23987,0.17659,0.75284,0.19308,0.02835,0.00619,0,0.02835,0,0.00619,0.27935,0.01727,0.54721,0.04788,21.8111647064488,20,24,0.99,0.07,0.2,0.3
0.2,0.45,12,12,-3,3,3,3,1,2,5,0.11849,0.18747,0.25667,0.15862,0.78103,0.1454,0.0834,0.02883,0,0.0834,0,0.02883,0.23463,0.05611,0.56348,0.04474,26.6191203189486,24,30,0.99,0.07,0.2,0.3
