
TDR_alpha20_1s_2by2_alphaonly_eta99_gam15_ic30_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,1,3,0.13287,0.33953,0.33953,0.33625,0.7513,0.15156,0.23659,0.09714,0.63054,0.16687,54,0.99,0.15,0.3,0.9
0.1,0.2,38,38,1,6,0.15358,0.35071,0.35071,0.36802,0.75563,0.14046,0.26944,0.10391,0.57698,0.18668,76,0.99,0.15,0.3,0.9
0.15,0.25,48,48,1,10,0.15422,0.3505,0.3505,0.37778,0.75326,0.13365,0.28862,0.11308,0.55716,0.20085,96,0.99,0.15,0.3,0.9
0.2,0.3,50,50,0,13,0.17346,0.39103,0.39103,0.44377,0.75199,0.10021,0.37642,0.14779,0.45011,0.26211,100,0.99,0.15,0.3,0.9
0.25,0.35,55,55,0,17,0.17968,0.39081,0.39081,0.44835,0.75198,0.10454,0.36421,0.14348,0.45611,0.25384,110,0.99,0.15,0.3,0.9
0.3,0.4,59,59,0,21,0.1938,0.39986,0.39986,0.45817,0.76242,0.10719,0.34622,0.13038,0.45998,0.2383,118,0.99,0.15,0.3,0.9
0.35,0.45,59,59,0,24,0.19829,0.39737,0.39737,0.4619,0.75346,0.11348,0.34014,0.13305,0.46156,0.23659,118,0.99,0.15,0.3,0.9
0.4,0.5,64,64,1,29,0.19732,0.36974,0.36974,0.41688,0.75359,0.14608,0.26675,0.10032,0.53592,0.18354,128,0.99,0.15,0.3,0.9
0.45,0.55,67,67,0,34,0.18821,0.3922,0.3922,0.4563,0.76305,0.10582,0.34636,0.13113,0.46542,0.23874,134,0.99,0.15,0.3,0.9
0.5,0.6,65,65,1,36,0.19729,0.36894,0.36894,0.41831,0.75671,0.14391,0.26778,0.09937,0.53492,0.18358,130,0.99,0.15,0.3,0.9
0.55,0.65,64,64,0,39,0.18749,0.38939,0.38939,0.45953,0.76111,0.10555,0.34787,0.13333,0.46462,0.2406,128,0.99,0.15,0.3,0.9
0.6,0.7,59,59,0,39,0.18943,0.38845,0.38845,0.46417,0.75673,0.10719,0.34797,0.13608,0.46259,0.24202,118,0.99,0.15,0.3,0.9
0.65,0.75,56,56,0,40,0.17935,0.38053,0.38053,0.46107,0.75348,0.10284,0.36009,0.14368,0.46055,0.25188,112,0.99,0.15,0.3,0.9
0.7,0.8,47,47,0,36,0.19056,0.38664,0.38664,0.47636,0.75174,0.10588,0.35426,0.14238,0.45517,0.24832,94,0.99,0.15,0.3,0.9
0.05,0.2,14,14,1,2,0.13338,0.28891,0.33634,0.32452,0.75555,0.16938,0.17524,0.07507,0.69137,0.12515,28,0.99,0.15,0.3,0.9
0.1,0.25,21,21,1,4,0.13466,0.2866,0.34277,0.3449,0.7682,0.13377,0.26084,0.09803,0.6045,0.17944,42,0.99,0.15,0.3,0.9
0.15,0.3,21,21,0,5,0.18624,0.35517,0.42578,0.46141,0.78089,0.08408,0.40051,0.13503,0.41325,0.26777,42,0.99,0.15,0.3,0.9
0.2,0.35,28,28,1,8,0.15939,0.29921,0.35474,0.37722,0.77244,0.13025,0.27392,0.09731,0.56669,0.18561,56,0.99,0.15,0.3,0.9
0.25,0.4,27,27,1,9,0.18363,0.31115,0.36103,0.39337,0.76025,0.14779,0.25377,0.09196,0.5626,0.17286,54,0.99,0.15,0.3,0.9
0.3,0.45,31,31,1,12,0.16825,0.2997,0.35451,0.38931,0.76275,0.1353,0.2766,0.10195,0.55514,0.18927,62,0.99,0.15,0.3,0.9
0.35,0.5,27,27,0,12,0.18834,0.33079,0.39748,0.46558,0.75175,0.10299,0.36836,0.14525,0.4433,0.25681,54,0.99,0.15,0.3,0.9
0.4,0.55,31,31,1,15,0.18851,0.31192,0.36261,0.40297,0.76468,0.143,0.25997,0.09231,0.55152,0.17614,62,0.99,0.15,0.3,0.9
0.45,0.6,30,30,1,16,0.19669,0.31585,0.36457,0.40699,0.76346,0.14788,0.25176,0.08865,0.55155,0.17021,60,0.99,0.15,0.3,0.9
